性別,年齡,BMI,拳擊,器材,有氧,舞蹈,高強度間歇,瑜伽,肌力訓練,燃脂,減脂瘦身,增加肌肉,增強體魄,舒緩壓力,推薦類型
0.0,3456.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,-2.0,0.0,1.0,-3.0,-3.0,錯誤
1.0,2485.0,0.0,0.0,-5.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,-5.0,0.0,1.0,心肺
1.0,1746.0,15.12935956917248,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,柔軟度
0.0,39.0,-22.016431630026922,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,肌力
1.0,45.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,肌力
0.0,34.0,-17.112026454558595,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,心肺
0.0,2355.0,21.24856098470213,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,心肺
0.0,32.0,-20.91894599068316,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,肌力
0.0,30.0,16.358024691358,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,心肺
1.0,1382.0,0.0,0.0,1.0,1.0,1.0,-3.0,1.0,1.0,1.0,0.0,-3.0,-2.0,1.0,肌耐力
1.0,3078.0,0.0,1.0,1.0,1.0,1.0,1.0,-5.0,0.0,1.0,1.0,0.0,0.0,1.0,error
0.0,1767.0,0.0,0.0,-5.0,1.0,1.0,1.0,-5.0,0.0,-3.0,-2.0,0.0,-2.0,1.0,柔軟度
0.0,1142.0,19.800915729867604,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,心肺
0.0,38.0,-21.29190094907649,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,柔軟度
0.0,33.0,20.546551579768398,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,肌耐力
1.0,378.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-3.0,0.0,1.0,-4.0,-5.0,1.0,心肺
0.0,3231.0,0.0,0.0,-4.0,0.0,0.0,1.0,0.0,0.0,-3.0,0.0,1.0,1.0,1.0,error
0.0,2628.0,17.912032268057068,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,錯誤
0.0,22.0,-16.431743184482315,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,心肺
0.0,33.0,19.8791026005112,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,心肺
0.0,2615.0,0.0,-5.0,0.0,0.0,1.0,0.0,-4.0,-5.0,1.0,1.0,-2.0,0.0,1.0,心肺
1.0,3980.0,22.4913494809689,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0000
0.0,847.0,0.0,0.0,1.0,1.0,0.0,-5.0,1.0,-2.0,1.0,0.0,1.0,-4.0,0.0,心肺
0.0,1508.0,17.548180338807533,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,肌耐力
1.0,48.0,-24.5487577955292,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,40.0,17.578125,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,心肺
0.0,32.0,-19.529340080954665,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,錯誤
1.0,47.0,-29.97189978334359,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
0.0,32.0,-18.306286955511922,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,心肺
0.0,41.0,-23.37623218653377,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,肌力
1.0,3871.0,0.0,0.0,1.0,-5.0,-5.0,1.0,0.0,0.0,1.0,0.0,-3.0,1.0,1.0,心肺
0.0,1424.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,-3.0,1.0,0.0,肌力
1.0,30.0,-18.333008584872086,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,肌力
0.0,30.0,-13.952426819883476,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,心肺
0.0,1188.0,0.0,1.0,1.0,-5.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,肌力
0.0,3215.0,27.2680055401662,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,肌力
0.0,2993.0,19.8791026005112,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,肌耐力
0.0,45.0,23.7332384003797,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,肌力
0.0,3778.0,0.0,0.0,1.0,0.0,1.0,-2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,心肺
0.0,39.0,-14.710823596895859,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,2237.0,19.638290277737397,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,心肺
1.0,2610.0,21.48334036587152,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,柔軟度
1.0,33.0,-18.855096239093395,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,心肺
0.0,41.0,26.856947874965268,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,心肺
1.0,933.0,0.0,1.0,1.0,-5.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,654.0,0.0,0.0,1.0,1.0,-3.0,1.0,1.0,-3.0,1.0,0.0,-5.0,-5.0,-4.0,肌耐力
0.0,2557.0,27.236140226305018,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0000
0.0,27.0,-5.5765677788148285,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,錯誤
1.0,3859.0,20.2384002978797,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,柔軟度
0.0,3768.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-3.0,-4.0,1.0,1.0,-5.0,心肺
0.0,38.0,-16.465680149697707,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,肌力
0.0,2994.0,0.0,0.0,0.0,0.0,1.0,-3.0,1.0,0.0,0.0,-3.0,0.0,0.0,1.0,心肺
1.0,16.0,-19.14861675234488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,肌耐力
0.0,3471.0,19.090149167741398,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,肌力
1.0,756.0,20.028841531805803,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,柔軟度
0.0,916.0,0.0,1.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,0.0,柔軟度
1.0,3472.0,16.267613484579872,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,肌耐力
1.0,483.0,0.0,0.0,-5.0,0.0,0.0,1.0,0.0,1.0,-3.0,1.0,-3.0,1.0,1.0,肌耐力
0.0,41.0,-22.561925047557803,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,肌耐力
1.0,2152.0,23.124437972449158,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,心肺
0.0,27.0,-19.13631080219622,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,肌力
0.0,1429.0,22.0130360263153,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,error
0.0,31.0,-17.388540368631013,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,肌耐力
0.0,2995.0,28.59380636296489,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,心肺
1.0,3220.0,20.08903399954232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,肌力
1.0,1265.0,24.807850654301163,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,error
0.0,22.0,24.29990781911993,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,心肺
0.0,986.0,20.17012247688062,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,error
1.0,27.0,-15.847740134720855,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,錯誤
0.0,26.0,-15.860227620669134,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,46.0,22.4913494809689,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌力
1.0,26.0,-25.520542389731684,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,心肺
1.0,47.0,-29.00397200933095,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,柔軟度
0.0,1712.0,20.99458181387518,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,柔軟度
1.0,30.0,-10.937302348274057,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,心肺
0.0,31.0,-19.87095245914506,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,肌耐力
1.0,3285.0,0.0,0.0,-4.0,1.0,1.0,0.0,1.0,1.0,0.0,-5.0,-3.0,1.0,-5.0,肌耐力
1.0,395.0,0.0,0.0,-5.0,1.0,0.0,1.0,1.0,1.0,-4.0,0.0,1.0,-2.0,0.0,肌耐力
1.0,1914.0,0.0,0.0,0.0,1.0,1.0,1.0,-4.0,0.0,1.0,0.0,0.0,1.0,1.0,心肺
0.0,369.0,25.758057983496546,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,肌耐力
1.0,3567.0,22.4913494809689,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
0.0,43.0,21.60133849490173,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,47.0,-23.085613995032944,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,3138.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0000
0.0,36.0,23.983337410740923,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,心肺
1.0,3417.0,15.72588180603933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,肌耐力
0.0,35.0,-15.00085185444489,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,心肺
1.0,43.0,-22.65892249763596,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,肌力
0.0,3245.0,0.0,-2.0,0.0,0.0,0.0,-5.0,0.0,0.0,-5.0,0.0,1.0,1.0,1.0,心肺
0.0,1341.0,0.0,0.0,-2.0,0.0,0.0,0.0,-2.0,1.0,1.0,0.0,0.0,1.0,-5.0,error
1.0,443.0,19.13757758129553,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,錯誤
1.0,3404.0,0.0,1.0,1.0,0.0,-2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0000
0.0,56.0,23.04206020610652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,柔軟度
0.0,4036.0,19.941477591940288,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,錯誤
0.0,412.0,19.8791026005112,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0000
1.0,1698.0,0.0,0.0,1.0,1.0,-5.0,-2.0,0.0,1.0,-4.0,1.0,0.0,1.0,1.0,錯誤
0.0,1520.0,0.0,0.0,0.0,-2.0,1.0,0.0,1.0,0.0,-2.0,1.0,0.0,0.0,1.0,error
1.0,2326.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0000
0.0,37.0,-24.15928842497847,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,錯誤
1.0,2109.0,0.0,1.0,1.0,1.0,1.0,1.0,-4.0,0.0,1.0,0.0,1.0,1.0,1.0,error
1.0,3946.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,柔軟度
0.0,1144.0,15.447108598343206,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,柔軟度
0.0,3386.0,0.0,-2.0,1.0,-2.0,-2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,柔軟度
1.0,2244.0,21.93530683855452,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,肌耐力
0.0,2980.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,-2.0,-3.0,0.0,1.0,0.0,1.0,肌耐力
1.0,46.0,-9.321551351543436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,柔軟度
1.0,2490.0,23.678346184827472,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
1.0,23.0,-22.75252731466167,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,error
1.0,48.0,-23.165543502920674,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
1.0,1166.0,0.0,0.0,0.0,1.0,1.0,1.0,-2.0,0.0,1.0,1.0,1.0,-2.0,1.0,0000
0.0,48.0,-23.882908568654408,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,2567.0,0.0,0.0,1.0,1.0,1.0,0.0,-4.0,1.0,0.0,0.0,1.0,1.0,1.0,肌耐力
0.0,3670.0,19.8791026005112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,肌力
1.0,2273.0,23.8751147842057,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,肌力
0.0,3908.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,2278.0,18.36321951077378,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,肌耐力
0.0,65.0,-17.139120520937464,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,肌耐力
1.0,785.0,0.0,-5.0,0.0,-4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-5.0,1.0,心肺
0.0,33.0,-19.82534969549503,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,肌力
1.0,3632.0,22.74779250922713,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,3157.0,0.0,0.0,0.0,-3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,-2.0,-2.0,error
1.0,3816.0,22.4913494809689,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
0.0,44.0,-19.591570767547413,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,肌力
0.0,27.0,-24.04961697162228,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0000
1.0,47.0,20.63288310504489,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,肌耐力
0.0,2264.0,0.0,0.0,1.0,0.0,-5.0,-4.0,1.0,1.0,1.0,0.0,0.0,1.0,-3.0,柔軟度
1.0,899.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,-4.0,0.0,0.0,1.0,1.0,肌力
0.0,1656.0,0.0,0.0,-5.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,錯誤
1.0,3713.0,14.96214374673178,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,error
1.0,2133.0,0.0,0.0,1.0,-2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-5.0,1.0,0000
1.0,34.0,-21.69035768862501,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,肌耐力
1.0,1169.0,23.740772763839878,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
0.0,2597.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,錯誤
0.0,31.0,-11.007251221316626,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,肌耐力
1.0,47.0,-23.01917834703589,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,2894.0,19.21504100870784,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0000
1.0,45.0,-26.31315254548129,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,柔軟度
1.0,559.0,23.533842096670842,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,783.0,27.2680055401662,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,肌耐力
1.0,44.0,-17.557994917987337,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,37.0,-27.071673479488698,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,肌耐力
1.0,43.0,22.4913494809689,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,心肺
0.0,1286.0,18.60458577199891,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,肌耐力
0.0,1723.0,0.0,-3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,-5.0,-2.0,柔軟度
1.0,302.0,0.0,1.0,1.0,-4.0,1.0,-4.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,柔軟度
0.0,3230.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,1.0,柔軟度
1.0,3065.0,22.4913494809689,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
1.0,40.0,16.231801438067322,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,心肺
1.0,3715.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-5.0,1.0,1.0,1.0,肌耐力
1.0,1286.0,0.0,1.0,1.0,1.0,1.0,-2.0,1.0,1.0,1.0,-3.0,1.0,-2.0,1.0,error
0.0,745.0,0.0,1.0,1.0,1.0,1.0,1.0,-5.0,1.0,-5.0,1.0,-5.0,1.0,0.0,柔軟度
1.0,50.0,-21.016567754681148,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,肌耐力
1.0,2916.0,0.0,0.0,0.0,1.0,-4.0,1.0,1.0,-3.0,-5.0,0.0,0.0,1.0,1.0,心肺
1.0,45.0,22.4913494809689,0.0,1.0,1.0,1.0,0.0,1.0,-4.0,0.0,0.0,1.0,1.0,1.0,肌耐力
1.0,2869.0,0.0,-2.0,1.0,1.0,1.0,-3.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,1766.0,22.801427964079533,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,柔軟度
0.0,35.0,-26.053226557371893,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,肌耐力
1.0,33.0,-18.109915158772964,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0000
0.0,1096.0,0.0,0.0,1.0,-5.0,1.0,1.0,-5.0,0.0,1.0,-5.0,-5.0,1.0,0.0,心肺
0.0,728.0,20.930226242137238,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,1167.0,23.94035394676577,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0000
0.0,43.0,-22.90461363196039,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,肌力
0.0,3272.0,0.0,-3.0,1.0,-5.0,1.0,1.0,1.0,1.0,1.0,-3.0,1.0,1.0,1.0,0000
1.0,25.0,11.264452150356592,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,心肺
0.0,494.0,13.866260385398721,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,肌力
1.0,45.0,-26.92514307173748,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,肌耐力
1.0,23.0,-23.8751147842057,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,心肺
1.0,357.0,0.0,1.0,-5.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
0.0,1728.0,23.98784086937088,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,心肺
1.0,3111.0,15.304617086048742,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,肌耐力
0.0,597.0,0.0,0.0,-2.0,0.0,1.0,-4.0,-2.0,0.0,-4.0,-4.0,1.0,1.0,0.0,心肺
1.0,46.0,-24.486650666956876,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,肌耐力
1.0,1359.0,20.835836473888488,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,柔軟度
1.0,31.0,-19.217569557729405,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,肌耐力
0.0,2638.0,0.0,-4.0,1.0,-3.0,1.0,0.0,1.0,-2.0,1.0,-3.0,0.0,0.0,0.0,柔軟度
0.0,41.0,-28.02834037961902,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,柔軟度
0.0,33.0,19.8791026005112,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,柔軟度
1.0,1823.0,19.82908647719329,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,柔軟度
1.0,2859.0,24.02601584252296,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,柔軟度
1.0,46.0,-23.841170661299092,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,錯誤
0.0,42.0,20.281913160356986,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,心肺
1.0,3976.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.0,0.0,1.0,1.0,1.0,心肺
1.0,293.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,柔軟度
1.0,1470.0,0.0,1.0,1.0,1.0,-4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,肌耐力
0.0,39.0,-15.729545345645445,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,肌耐力
1.0,2794.0,0.0,1.0,1.0,-3.0,1.0,-3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,肌耐力
0.0,1515.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,-3.0,0.0,心肺
0.0,2543.0,28.53170073896616,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0000
0.0,3094.0,19.655015552969594,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,肌力
1.0,47.0,-21.800222311480717,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,柔軟度
1.0,2149.0,17.578125,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,肌耐力
0.0,2557.0,24.909731343133412,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,柔軟度
1.0,1196.0,0.0,-4.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,error
1.0,49.0,-19.524590621299023,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,肌耐力
1.0,2246.0,0.0,1.0,1.0,1.0,-3.0,-4.0,1.0,1.0,1.0,1.0,1.0,-4.0,1.0,心肺
1.0,3192.0,0.0,-5.0,0.0,-4.0,-2.0,1.0,-5.0,-3.0,1.0,-3.0,1.0,1.0,1.0,0000
0.0,62.0,18.253109789075197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,心肺
1.0,4021.0,22.63362191464704,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,error
0.0,35.0,19.000677469758337,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,心肺
1.0,46.0,-22.48190816088851,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,心肺
1.0,2824.0,0.0,-4.0,0.0,0.0,-2.0,1.0,0.0,0.0,0.0,-5.0,-2.0,0.0,1.0,0000
